File Name,Std,Mean,Median,Min,Max,Skewness,Kurtosis,Mode,Q1,Q3,IQR,ZCR Mean,ZCR Median,ZCR Std,ZCR Kurtosis,ZCR Skewness,RMSE Mean,RMSE Median,RMSE Std,RMSE Kurtosis,RMSE Skewness,Label
OAF_home_angry.wav,0.060811836,-8.875906e-06,3.0517578e-05,-0.30096436,0.2593689,-0.09969578194656402,2.161713187192424,-0.0037231445,-0.01983642578125,0.021331787109375,0.041168212890625,0.08290874094202899,0.0517578125,0.09417508745001255,7.665816676600135,2.880070997069664,0.060811836,0.060811836,0.0,NaN,NaN,angry
OAF_hush_angry.wav,0.029584032,3.8730584e-05,0.00048828125,-0.18634033,0.1777649,-0.10324828222473782,5.972782556691396,0.0018005371,-0.006622314453125,0.007293701171875,0.013916015625,0.07957664695945946,0.05810546875,0.08450106549673986,6.003555617953515,2.495009995484728,0.029584058,0.029584058,0.0,NaN,NaN,angry
OAF_cool_angry.wav,0.038097396,-4.9585073e-05,-0.00064086914,-0.21566772,0.20309448,0.01605108127745584,3.4449936112847785,-0.0020446777,-0.012725830078125,0.0128173828125,0.025543212890625,0.0825470400528169,0.0595703125,0.08497267090653061,6.767254290437355,2.679671362128979,0.038097426,0.038097426,0.0,NaN,NaN,angry
OAF_calm_angry.wav,0.039653458,-6.775927e-05,0.00039672852,-0.2071228,0.19915771,-0.22680858959978425,2.833061512691107,-0.0014953613,-0.013763427734375,0.013763427734375,0.02752685546875,0.07666693793402778,0.062255859375,0.07236428124658453,8.668655256691155,2.8767225318484435,0.039653514,0.039653514,0.0,NaN,NaN,angry
OAF_bite_angry.wav,0.054161474,-0.00018464589,-0.00018310547,-0.29699707,0.26675415,-0.0988742757596989,3.9362217444648966,-0.00018310547,-0.013427734375,0.014404296875,0.02783203125,0.07346863677536232,0.0537109375,0.08133719621840793,7.479538787279099,2.80965824257932,0.054161787,0.054161787,0.0,NaN,NaN,angry
OAF_jug_angry.wav,0.02449595,3.2532404e-05,0.00091552734,-0.13650513,0.14099121,-0.28063973727599945,3.615083061095942,0.00076293945,-0.0068359375,0.0091552734375,0.0159912109375,0.0829418285472973,0.053955078125,0.08411414513694528,2.2333924710788224,1.7489255713673524,0.02449597,0.02449597,0.0,NaN,NaN,angry
OAF_fit_angry.wav,0.042553592,-0.0002646644,-0.00091552734,-0.2503662,0.23574829,-0.1577999123427159,4.349075877326205,-0.0005493164,-0.00653076171875,0.010955810546875,0.017486572265625,0.11368709415584416,0.05810546875,0.13043598470191495,0.9812831189489648,1.5123398663869312,0.042554412,0.042554412,0.0,NaN,NaN,angry
OAF_jail_angry.wav,0.04681949,3.3959634e-05,3.0517578e-05,-0.27279663,0.25375366,0.046887278237561135,3.314473184719139,-0.002532959,-0.017486572265625,0.0177001953125,0.035186767578125,0.09007069762323944,0.0576171875,0.08005635112811459,2.525664505722741,1.8774681898981072,0.046819504,0.046819504,0.0,NaN,NaN,angry
OAF_judge_angry.wav,0.04597585,2.5538147e-05,0.00015258789,-0.26394653,0.26019287,-0.18364571513909783,4.0430193457490375,-0.00039672852,-0.00860595703125,0.011322021484375,0.019927978515625,0.09460302146084337,0.0546875,0.1044884719488302,4.607613263555584,2.22655077243517,0.045975856,0.045975856,0.0,NaN,NaN,angry
OAF_bar_angry.wav,0.028572809,5.2978943e-05,0.0005493164,-0.17611694,0.17404175,-0.08487095713407682,4.215310007500599,0.00064086914,-0.00726318359375,0.0087890625,0.01605224609375,0.08518003806089744,0.06591796875,0.08786170757410565,5.748200228409006,2.4484244608260197,0.028572857,0.028572857,0.0,NaN,NaN,angry
OAF_lease_angry.wav,0.03978428,8.685332e-05,0.0007019043,-0.23516846,0.23822021,0.03569533807111799,5.490024351907415,0.0025024414,-0.009490966796875,0.00933837890625,0.018829345703125,0.09887996720679013,0.05224609375,0.1107250798944603,3.616463005700112,2.0306179694728375,0.039784376,0.039784376,0.0,NaN,NaN,angry
